include,repo,title,name,language,compatibility,spark_version,latest_date,dataset,download_url,file,upstream_deps,model_class,labels,reference_url,author,tags,license,edition,dimension,dataset_info,description,included_models,colab_url,case_sensitive,demo_url,scala_docs,scala_source,type,python_sample,scala_sample,buttons,real_labels
1,public/models,XLNet Large,xlnet_large_cased,en,2.5.0,2.4,2020-04-28,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/xlnet_large_cased_en_2.5.0_2.4_1588074397954.zip,xlnet_large_cased_en_2.5.0_2.4_1588074397954.zip,,XlnetEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/XlnetEmbeddings.scala,John Snow Labs,embeddings,open source,public,1024,The model is imported from [https://github.com/zihangdai/xlnet](https://github.com/zihangdai/xlnet),"XLNet is a new unsupervised language representation learning method based on a novel generalized permutation language modeling objective. Additionally, XLNet employs Transformer,XL as the backbone model, exhibiting excellent performance for language tasks involving long context. Overall, XLNet achieves state,of,the,art (SOTA) results on various downstream language tasks including question answering, natural language inference, sentiment analysis, and document ranking. The details are described in the paper ""[​XLNet: Generalized Autoregressive Pretraining for Language Understanding](https://arxiv.org/abs/1906.08237)""",,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.XlnetEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/XlnetEmbeddings.scala,xlnet,"model = XlnetEmbeddings.pretrained(""xlnet_large_cased"",""en"",""public/models"")\
	.setInputCols(""document"",""sentence"",""token"")\
	.setOutputCol(""word_embeddings"")","val model = XlnetEmbeddings.pretrained(""xlnet_large_cased"",""en"",""public/models"")
	.setInputCols(""document"",""sentence"",""token"")
	.setOutputCol(""word_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/xlnet_large_cased_en_2.5.0_2.4_1588074397954.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,Universal Sentence Encoder,tfhub_use,en,2.4.0,2.4,2020-04-17,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/tfhub_use_en_2.4.0_2.4_1587136330099.zip,tfhub_use_en_2.4.0_2.4_1587136330099.zip,USE,UniversalSentenceEncoder,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/UniversalSentenceEncoder.scala,John Snow Labs,,open source,public,512,The model is imported from [https://tfhub.dev/google/universal-sentence-encoder/2](https://tfhub.dev/google/universal-sentence-encoder/2),"The Universal Sentence Encoder encodes text into high,dimensional vectors that can be used for text classification, semantic similarity, clustering and other natural language tasks.,The model is trained and optimized for greater,than,word length text, such as sentences, phrases or short paragraphs. It is trained on a variety of data sources and a variety of tasks with the aim of dynamically accommodating a wide variety of natural language understanding tasks. The input is variable length English text and the output is a 512 dimensional vector. We apply this model to the STS benchmark for semantic similarity, and the results can be seen in the example notebook made available. The universal,sentence,encoder model is trained with a deep averaging network (DAN) encoder.,The details are described in the paper ""[Universal Sentence Encoder](https://arxiv.org/abs/1803.11175)"".",,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.UniversalSentenceEncoder,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/UniversalSentenceEncoder.scala,use,"model = UniversalSentenceEncoder.pretrained(""tfhub_use"",""en"",""public/models"")\
	.setInputCols(""document"",""sentence"")\
	.setOutputCol(""sentence_embeddings"")","val model = UniversalSentenceEncoder.pretrained(""tfhub_use"",""en"",""public/models"")
	.setInputCols(""document"",""sentence"")
	.setOutputCol(""sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/tfhub_use_en_2.4.0_2.4_1587136330099.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,Universal Sentence Encoder Large,tfhub_use_lg,en,2.4.0,2.4,2020-04-17,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/tfhub_use_lg_en_2.4.0_2.4_1587136993894.zip,tfhub_use_lg_en_2.4.0_2.4_1587136993894.zip,USE,UniversalSentenceEncoder,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/UniversalSentenceEncoder.scala,John Snow Labs,,open source,public,512,The model is imported from [https://tfhub.dev/google/universal-sentence-encoder-large/3](https://tfhub.dev/google/universal-sentence-encoder-large/3),"The Universal Sentence Encoder encodes text into high,dimensional vectors that can be used for text classification, semantic similarity, clustering and other natural language tasks.,The model is trained and optimized for greater,than,word length text, such as sentences, phrases or short paragraphs. It is trained on a variety of data sources and a variety of tasks with the aim of dynamically accommodating a wide variety of natural language understanding tasks. The input is variable length English text and the output is a 512 dimensional vector. We apply this model to the STS benchmark for semantic similarity, and the results can be seen in the example notebook made available. The universal,sentence,encoder model is trained with a deep averaging network (DAN) encoder.,The details are described in the paper ""[Universal Sentence Encoder](https://arxiv.org/abs/1803.11175)"".",,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.UniversalSentenceEncoder,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/UniversalSentenceEncoder.scala,use,"model = UniversalSentenceEncoder.pretrained(""tfhub_use_lg"",""en"",""public/models"")\
	.setInputCols(""document"",""sentence"")\
	.setOutputCol(""sentence_embeddings"")","val model = UniversalSentenceEncoder.pretrained(""tfhub_use_lg"",""en"",""public/models"")
	.setInputCols(""document"",""sentence"")
	.setOutputCol(""sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/tfhub_use_lg_en_2.4.0_2.4_1587136993894.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_electra_small_uncased,en,2.6.0,2.4,2020-08-27,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_electra_small_uncased_en_2.6.0_2.4_1598489761661.zip,sent_electra_small_uncased_en_2.6.0_2.4_1598489761661.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_electra_small_uncased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_electra_small_uncased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_electra_small_uncased_en_2.6.0_2.4_1598489761661.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_electra_base_uncased,en,2.6.0,2.4,2020-08-27,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_electra_base_uncased_en_2.6.0_2.4_1598489784655.zip,sent_electra_base_uncased_en_2.6.0_2.4_1598489784655.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_electra_base_uncased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_electra_base_uncased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_electra_base_uncased_en_2.6.0_2.4_1598489784655.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_electra_large_uncased,en,2.6.0,2.4,2020-08-27,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_electra_large_uncased_en_2.6.0_2.4_1598489955147.zip,sent_electra_large_uncased_en_2.6.0_2.4_1598489955147.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_electra_large_uncased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_electra_large_uncased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_electra_large_uncased_en_2.6.0_2.4_1598489955147.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_bert_base_uncased,en,2.6.0,2.4,2020-08-25,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_bert_base_uncased_en_2.6.0_2.4_1598346203624.zip,sent_bert_base_uncased_en_2.6.0_2.4_1598346203624.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_bert_base_uncased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_bert_base_uncased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_bert_base_uncased_en_2.6.0_2.4_1598346203624.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_bert_base_cased,en,2.6.0,2.4,2020-08-25,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_bert_base_cased_en_2.6.0_2.4_1598346030732.zip,sent_bert_base_cased_en_2.6.0_2.4_1598346030732.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_bert_base_cased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_bert_base_cased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_bert_base_cased_en_2.6.0_2.4_1598346030732.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_bert_large_uncased,en,2.6.0,2.4,2020-08-25,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_bert_large_uncased_en_2.6.0_2.4_1598347026632.zip,sent_bert_large_uncased_en_2.6.0_2.4_1598347026632.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_bert_large_uncased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_bert_large_uncased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_bert_large_uncased_en_2.6.0_2.4_1598347026632.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_bert_large_cased,en,2.6.0,2.4,2020-08-25,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_bert_large_cased_en_2.6.0_2.4_1598346401930.zip,sent_bert_large_cased_en_2.6.0_2.4_1598346401930.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_bert_large_cased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_bert_large_cased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_bert_large_cased_en_2.6.0_2.4_1598346401930.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_biobert_pubmed_base_cased,en,2.6.0,2.4,2020-09-18,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_pubmed_base_cased_en_2.6.0_2.4_1600449483871.zip,sent_biobert_pubmed_base_cased_en_2.6.0_2.4_1600449483871.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_biobert_pubmed_base_cased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_biobert_pubmed_base_cased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_pubmed_base_cased_en_2.6.0_2.4_1600449483871.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_biobert_pubmed_large_cased,en,2.6.0,2.4,2020-09-19,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_pubmed_large_cased_en_2.6.0_2.4_1600531709085.zip,sent_biobert_pubmed_large_cased_en_2.6.0_2.4_1600531709085.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_biobert_pubmed_large_cased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_biobert_pubmed_large_cased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_pubmed_large_cased_en_2.6.0_2.4_1600531709085.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_biobert_pmc_base_cased,en,2.6.0,2.4,2020-09-19,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_pmc_base_cased_en_2.6.0_2.4_1600532770743.zip,sent_biobert_pmc_base_cased_en_2.6.0_2.4_1600532770743.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_biobert_pmc_base_cased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_biobert_pmc_base_cased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_pmc_base_cased_en_2.6.0_2.4_1600532770743.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_biobert_pubmed_pmc_base_cased,en,2.6.0,2.4,2020-09-19,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_pubmed_pmc_base_cased_en_2.6.0_2.4_1600533114335.zip,sent_biobert_pubmed_pmc_base_cased_en_2.6.0_2.4_1600533114335.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_biobert_pubmed_pmc_base_cased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_biobert_pubmed_pmc_base_cased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_pubmed_pmc_base_cased_en_2.6.0_2.4_1600533114335.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_biobert_clinical_base_cased,en,2.6.0,2.4,2020-09-19,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_clinical_base_cased_en_2.6.0_2.4_1600533460155.zip,sent_biobert_clinical_base_cased_en_2.6.0_2.4_1600533460155.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_biobert_clinical_base_cased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_biobert_clinical_base_cased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_clinical_base_cased_en_2.6.0_2.4_1600533460155.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_biobert_discharge_base_cased,en,2.6.0,2.4,2020-09-19,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_discharge_base_cased_en_2.6.0_2.4_1600533806048.zip,sent_biobert_discharge_base_cased_en_2.6.0_2.4_1600533806048.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_biobert_discharge_base_cased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_biobert_discharge_base_cased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_biobert_discharge_base_cased_en_2.6.0_2.4_1600533806048.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
1,public/models,,sent_covidbert_large_uncased,en,2.6.0,2.4,2020-08-27,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_covidbert_large_uncased_en_2.6.0_2.4_1598488155401.zip,sent_covidbert_large_uncased_en_2.6.0_2.4_1598488155401.zip,,BertSentenceEmbeddings,,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,John Snow Labs,embeddings,open source,public,,,,,,True,,https://nlp.johnsnowlabs.com/api/index#com.johnsnowlabs.nlp.embeddings.BertSentenceEmbeddings,https://github.com/JohnSnowLabs/spark-nlp/blob/master/src/main/scala/com/johnsnowlabs/nlp/embeddings/BertSentenceEmbeddings.scala,bert_sentence,"model = BertSentenceEmbeddings.pretrained(""sent_covidbert_large_uncased"",""en"",""public/models"")\
	.setInputCols(""document"")\
	.setOutputCol(""bert_sentence_embeddings"")","val model = BertSentenceEmbeddings.pretrained(""sent_covidbert_large_uncased"",""en"",""public/models"")
	.setInputCols(""document"")
	.setOutputCol(""bert_sentence_embeddings"")","{:.btn-box}
<button class=""button button-orange"" disabled>Live Demo</button><br/><button class=""button button-orange"" disabled>Open in Colab</button><br/>[Download](https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/sent_covidbert_large_uncased_en_2.6.0_2.4_1598488155401.zip){:.button.button-orange.button-orange-trans.arr.button-icon}<br/>",
